lmbda,sigma_p,sigma_s,tau,w,lam_star,lam_paired,lam_paired_lo,lam_paired_hi,lam_reg,lam_reg_lo,lam_reg_hi,dlam,dlam_lo,dlam_hi,beta_p,beta_s,reg_R2,corr_ps,degenerate
0.8,1.0,0.5,0.0,0.0,0.8,0.48464780252859724,0.32436247389490225,0.638136511375948,0.42252347246707417,0.37459326800402376,0.47894530364935173,-0.3153521974714028,-0.4756375261050978,-0.1618634886240521,0.13932291666666666,0.13102213541666666,0.5558192180703596,0.5292714781296862,False
0.8,1.0,0.5,1.5,0.0,0.28571428571428575,0.35929108485499456,0.17940491875274484,0.49497213108044624,0.4531221354006017,0.31281780888787447,0.5593104915955943,0.0735767991407088,-0.10630936696154092,0.2092578453661605,0.19417317708333334,0.10888671875,0.6172054460906453,0.5101767306429826,False
0.2,1.0,2.0,0.0,0.0,0.2,0.4270462633451957,0.28904123571039736,0.5673899152109151,0.4106427277139991,0.29231647635044977,0.49863187090801525,0.22704626334519568,0.08904123571039736,0.3673899152109151,0.18343098958333334,0.13671875,0.6194205588564231,0.5052474776118977,False
0.2,1.0,2.0,1.5,0.0,0.13793103448275865,0.32573099415204676,0.1517852531399314,0.43455248556280623,0.48115780309397616,0.23607957188619327,0.6372228903054082,0.1877999596692881,0.01385421865717277,0.2966214510800476,0.18766276041666666,0.09065755208333333,0.5997227977365964,0.49932022259109377,False
