condition,kind,gap,rep_strength,info_level,round,lambda_hat,lambda_lo,lambda_hi,bayes_w,oracle
gap2.0_faint_lean,rep,2.0,faint,lean,7,0.6802164382770354,0.5930325432140195,0.7718148381709454,0.5691088183521491,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,8,0.6815031239666833,0.6303318396641121,0.7332036908994545,0.5999292165168384,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,9,0.6618042344907807,0.6079625140627695,0.7041993998750894,0.6143994477334934,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,10,0.6811775409459618,0.6184693943225397,0.7554187819799008,0.6356728228110262,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,11,0.6691305450350159,0.6187614653630996,0.7298977048642997,0.6480373831307762,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,12,0.7108126027569088,0.6138361585532301,0.7767135415002663,0.65848942920378,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,13,0.6322315955320306,0.5412306494336877,0.697960436792824,0.6685936251949471,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,14,0.6544235471649974,0.6129827791706794,0.6930144124339573,0.6816406925572515,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,15,0.6499880015099334,0.5928607248315618,0.7040005239836683,0.6875483373562977,0.7999999999999999
gap2.0_faint_lean,rep,2.0,faint,lean,16,0.6325962908831885,0.5999622204264677,0.6600349287115438,0.6965826087816402,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,1,0.13447471847641299,-0.05851157362332392,0.23477767762468135,0.10000000000000002,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,2,1.808479334456304,0.4388789413982101,6.354384820108477,0.2601908726648657,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,3,0.5015933788284634,0.4467426082407008,0.5750938994495903,0.36220952347453406,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,4,0.612449481169782,0.5408826966508963,0.6862239500970682,0.45618104795116904,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,5,0.5806459769031551,0.45357635535109475,0.6856816566221136,0.5191454403110911,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,6,0.4661946761334458,0.3858558742887451,0.5846296688629464,0.5432067209212883,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,7,0.6355469627235111,0.5446768541941979,0.7187116026086744,0.5691088183521491,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,8,0.6280828529898133,0.5718704521615668,0.6845677449185695,0.5999292165168384,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,9,0.5479791728109565,0.45594094329838175,0.6297110237381759,0.6143994477334934,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,10,0.5978109125693505,0.5110968895977638,0.6886781502849185,0.6356728228110262,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,11,-0.5808723277883532,-1.8597542867467896,0.7627106878935767,0.6480373831307762,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,12,0.6064756619530788,0.5651631390897153,0.664675596046053,0.65848942920378,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,13,-0.5069584936390614,-4.3225895115338515,0.5954320589353361,0.6685936251949471,0.7999999999999999
gap2.0_strong_lean,rep,2.0,strong,lean,14,0.5633606554565,0.5156886026326397,0.6252244506867414,0.6816406925572515,0.7999999999999999
